path,regime,mask_ratio,mse,ssim,psnr,lpips
./CelebAMask-HQ/CelebA-HQ-img\21954.jpg,medium,0.116729736328125,0.001182581763714552,0.9474753141403198,29.271686553955078,0.06261230260133743
./CelebAMask-HQ/CelebA-HQ-img\10801.jpg,medium,0.12664794921875,0.002186685800552368,0.9349784255027771,26.602134704589844,0.08068665862083435
./CelebAMask-HQ/CelebA-HQ-img\18405.jpg,medium,0.101348876953125,0.01050575077533722,0.8865070343017578,19.785728454589844,0.08243823051452637
./CelebAMask-HQ/CelebA-HQ-img\18402.jpg,medium,0.108489990234375,0.0011553826043382287,0.9622248411178589,29.372739791870117,0.048307161778211594
./CelebAMask-HQ/CelebA-HQ-img\19217.jpg,medium,0.0999755859375,0.0007439684122800827,0.9578251242637634,31.284454345703125,0.03936063498258591
./CelebAMask-HQ/CelebA-HQ-img\1965.jpg,medium,0.121124267578125,0.0024498053826391697,0.9352037310600281,26.108684539794922,0.04796146601438522
./CelebAMask-HQ/CelebA-HQ-img\18231.jpg,medium,0.11260986328125,0.002155045047402382,0.9369234442710876,26.665435791015625,0.09143763035535812
./CelebAMask-HQ/CelebA-HQ-img\4263.jpg,medium,0.1494140625,0.0019126634579151869,0.9439332485198975,27.18361473083496,0.05491809919476509
./CelebAMask-HQ/CelebA-HQ-img\26600.jpg,medium,0.127655029296875,0.005754538811743259,0.9289491176605225,22.399892807006836,0.07173354923725128
./CelebAMask-HQ/CelebA-HQ-img\12210.jpg,medium,0.122222900390625,0.0016034137224778533,0.9382479190826416,27.949542999267578,0.07132108509540558
